category,fulltext
human resources," \nUnited Nations \n \nST/AI/2010/3/Amend.2\n \n \n \nSecretariat \n \n \n16 December 2013 \n \n13-62147 (E)    171213 \n*1362147* \n \n \n \n Administrative instruction \n \n \n \n Staff selection system \n \n \n1. \nPursuant to section 4.2 of Secretary-General\xe2\x80\x99s bulletin ST/SGB/2009/4, and \nfor the purpose of implementing paragraphs 19 and 20 of General Assembly \nresolution 65/247, the Under-Secretary-General for Management amends as follows \nadministrative instruction ST/AI/2010/3, entitled \xe2\x80\x9cStaff selection system\xe2\x80\x9d. \n2. \nSection 9.3 is replaced by the following text: \n \n9.3 When recommending the selection of candidates for posts up to and \nincluding at the D-1 level, the hiring manager shall support such \nrecommendation by a documented record. The head of department/office shall \nselect the candidate he or she considers to be best suited for the functions. In \nthe final selection decision, due consideration should also be given to staff \nmembers who are victims of malicious acts or natural disasters; serving staff \nmembers who have served under the former 200 and 300 series of the Staff \nRules; candidates from troop- or police-contributing countries for positions in \na peacekeeping operation or Headquarters support account-funded positions in \nthe Department of Peacekeeping Operations, the Department of Field Support \nand other departments with support account resources; and prior service or \nemployment of candidates in field duty stations, for positions for which \nrelevant field experience is highly desirable, as applicable and as stipulated in \nGeneral Assembly resolutions 63/250 and 65/247. \n3. \nThe present instruction shall enter into force on the date of its issuance. \n \n \n(Signed) Yukio Takasu \nUnder-Secretary-General for Management \n \n"
human resources," \nUnited Nations \n \nST/AI/2010/3/Amend.3 \n \n \nSecretariat \n \n \n13 March 2017  \n \n \n17-04194 (E)    160317  \n*1704194* \n \n \n \n Administrative instruction  \n \n \n \n Staff selection system  \n \n \n1. \nPursuant to section 4.2 of Secretary-General\xe2\x80\x99s bulletin ST/SGB/2009/4, and \nfor the purpose of implementing paragraph 13 of General Assembly resolution \n71/263, the Under-Secretary-General for Management amends administrative \ninstruction ST/AI/2010/3, entitled \xe2\x80\x9cStaff selection system\xe2\x80\x9d, as follows. \n2. \nSection 4.8 (a) is replaced by the following text: \n \n4.8 The deadline for applying for job openings shall normally be:  \n \n \n(a) \n45 calendar days after posting for position-specific job openings in \nthe Professional and above categories, unless in cases of unanticipated job \nopenings OHRM or the local human resources office exceptionally approves a \n30-day deadline;  \n3. \nThe provisions of section 4.8 (a), as amended by the present instruction, shall \nbe applicable to all job openings posted on or after 1 January 2017. \n4. \nThe present instruction shall enter into force on the date of its issuance. \n \n \n(Signed) Yukio Takasu \nUnder-Secretary-General for Management \n \n"
human resources," \nST/AI/2010/4/Rev.1\n \n13 \n11-56585 \n \nnationality, is exempt from the requirement to renounce such status upon \nappointment. \n \n \n \nSection 17 \nFinal provisions \n \n17.1 The present administrative instruction shall enter into force on its date of \nissuance. \n17.2 Administrative instruction ST/AI/2010/4 and Corr.1 is hereby superseded. \n \n \n(Signed) Angela Kane \nUnder-Secretary-General for Management \n \n"
human resources," \nST/AI/2010/5\n \n13 \n10-33899 \n \n16.3 The following ratings, as specified in section 9.3, shall justify a determination \nthat awarding a salary increment is warranted: \n \n\xe2\x80\xa2 Exceeds performance expectations;  \n \n\xe2\x80\xa2 Successfully meets performance expectations. \n16.4 The following ratings as specified in section 9.7 above shall justify a \ndetermination that awarding a salary increment is not warranted: \n \n\xe2\x80\xa2 Partially meets performance expectations;  \n \n\xe2\x80\xa2 Does not meet performance expectations. \n16.5 When the salary increment is withheld because performance \xe2\x80\x9cpartially meets \nperformance expectations\xe2\x80\x9d, the increment will be withheld pending the outcome of a \nperformance improvement plan. If the staff member\xe2\x80\x99s performance improves \nfollowing the completion of the performance improvement plan, he/she shall be \ngranted the salary increment effective the date of successful completion of the \nperformance improvement plan. \n16.6 The decision to withhold a salary increment shall be communicated to the staff \nmember in writing, before the decision is implemented, with a copy to OHRM, or to \nthe local human resources office at offices away from Headquarters and regional \ncommissions, or the Field Personnel Division of the Department of Field Support, \nfor peacekeeping operations and special political missions.  \n16.7 Should the Performance Management and Development System rating on the \nbasis of which a salary increment has been withheld be upgraded at a later stage as a \nresult of the rebuttal process described in this section, and should the new rating \njustify the award of the salary increment, that increment shall be awarded and made \neffective as from the date on which it would have otherwise been paid.  \n \n \n \nSection 17 \n \n \nPerformance Management and Development System e-forms and guidelines \n \n17.1 The Performance Management and Development System document and \nguidelines are available to all staff on the Internet and through their relevant \nexecutive and human resources offices.  \n17.2 The Performance Management and Development System guidelines are \nintended solely for general guidance and information. Should there be any \ninconsistency between the guidelines and the text of the present instruction, the \nprovisions of the instruction shall prevail. \n \n \n \nSection 18 \n \n \nEntry into force and transitory provisions \n \n18.1 The present instruction shall enter into force on 1 April 2010. \n18.2 ST/AI/2002/3 is hereby abolished. However, performance appraisals anterior \nto the performance cycle 2010-2011 shall be conducted and completed in \naccordance with the procedures described in ST/AI/2002/3.  \n \n \n(Signed) Angela Kane \nUnder-Secretary-General for Management \n"
human resources,
human resources,"ST/AI/2010/6 \n \n \n10-36987 \n4 \n \n \n\xe2\x80\xa2 Enforcing the notions of \xe2\x80\x9csafety first\xe2\x80\x9d and \xe2\x80\x9cdefensive driving\xe2\x80\x9d as mandatory \ncriteria for the behaviour of drivers of United Nations vehicles in road traffic. \n \n \n \nSection 5 \n \n \nEnforcement \n \n \nFailure to comply with the provisions of the present instruction and all other \nadministrative issuances concerning the driving of United Nations vehicles, \nincluding, but not limited to, involvement in an accident or violation of local traffic \nlaws, may lead to the institution of disciplinary proceedings against the staff \nmember(s) concerned. \n \n \n \nSection 6 \n \n \nFinal provisions \n \n \nThe present instruction shall enter into force on the date of its issuance. \n \n \n(Signed) Angela Kane \nUnder-Secretary-General for Management \n \n"
human resources," \nST/AI/2012/2/Rev.1\n \n13/13 \n13-54885 \n \nAnnex II \n \n \n Specialized Boards of Examiners \n \n \n1. \nThe members of the Specialized Boards of Examiners for each job family, who \nshall be appointed by the Assistant Secretary-General for Human Resources \nManagement, shall normally be composed of staff members of the United Nations \nSecretariat, although staff members of the specialized agencies, consultants, outside \nexperts or retirees may also be included if it is deemed necessary. Each Specialized \nBoard of Examiners shall consist of a chair elected by the members of the Board and \nmembers nominated by the heads of departments and offices. Each Specialized \nBoard of Examiners shall have a non-voting ex officio member representing the \nAssistant Secretary-General for Human Resources Management. \n2. \nStaff members serving on a Specialized Board of Examiners shall be released \nby their departments on a full-time basis to serve on the Board for a period \nsufficient to discharge their functions as a Board member. This assignment shall be \npart of their workplans and shall be recognized in their performance evaluations. \n3. \nUnder the overall responsibility of the Central Examinations Board, the \nSpecialized Boards of Examiners have the following responsibilities: \n \n(a) \nContribute to the preparation of the specialized part of the written \nexamination; \n \n(b) \nMark the specialized part of the written examination, with full respect for \nthe anonymity of the examinees; \n \n(c) \nTransmit to the Central Examinations Board the results of the written \nexaminations and a list of the examinees to be convoked to sit for the oral \nexamination for each job family; \n \n(d) \nConduct and evaluate the oral examination; \n \n(e) \nTransmit to the Central Examinations Board the results of the written and \noral examinations, including a list of recommended candidates for appointment \nunder the young professionals programme for the approval of the Board. All \nrecommendations transmitted to the Board shall be confidential, with full respect for \nthe anonymity of the examinees; \n \n(f) \nMake recommendations to the Central Examinations Board, where \nnecessary, on possible improvements or changes for future examinations. \n \n \n"
human resources," \nUnited Nations \n \nST/AI/2012/2/Rev.1/Amend.1 \n \n \nSecretariat \n \n \n3 March 2017 \n \n \n17-04191 (E)    200317 \n*1704191* \n \n \n \n Administrative instruction \n \n \n \n Young professionals programme \n \n \n1. \nPursuant to section 4.2 of Secretary-General\xe2\x80\x99s bulletin ST/SGB/2009/4 and for \nthe \npurpose \nof \nimplementing \nGeneral \nAssembly \nresolution \n71/263, \nthe \nUnder-Secretary-General for Management amends as follows administrative \ninstruction ST/AI/2012/2/Rev.1 on the young professionals programme. \n2. \nSections 6.1, 6.3 and 7.13 are replaced by the following text: \n \n6.1 The list of successful candidates shall be valid for a period of three years \nfrom the beginning of the first quarterly placement taking place following the \nconclusion of the examination cycle. \n \n6.3 Successful candidates who have not been selected in accordance with \nsection 7 below shall be removed from the list of successful candidates at the \nend of the three-year period indicated in section 6.1 above. The Office of \nHuman Resources Management shall notify such candidates and the relevant \nMember States accordingly. Individuals wishing to reapply to the young \nprofessionals programme will be considered as new applicants. \n \n7.13 In addition to the placement exercise described in this section, successful \ncandidates may also apply for positions advertised through the United Nations \nCareers portal that are not earmarked for the young professionals programme. \nSections 7.10, 7.11 and 7.12 above shall not apply to successful candidates \nappointed to such positions unless they are subsequently selected against a \nposition earmarked for the programme within the three-year period defined in \nsection 6.1 above.  \n3. \nThe present instruction shall enter into force on the date of its issuance.  \n \n \n(Signed) Yukio Takasu \nUnder-Secretary-General for Management \n \n \n"
human resources,"ST/AI/2012/3 \n \n \n12-46235 \n10 \n \nAnnex  \n \n \n Allocation of points  \n \n \nCriteria \nPoints \n1. Performance rating for the past four \nperformance reports \n \n \n\xe2\x80\xa2 Exceeds expectations (or equivalent) \n\xe2\x80\xa2 7 points for each report (for at least a  \none-year period) \n \n\xe2\x80\xa2 Frequently exceeds expectations (or \nequivalent) \n\xe2\x80\xa2 5 points for each report (for at least a  \none-year period) \n2. Service of at least one year (continuous) in \nhardship duty station: \n \n \n\xe2\x80\xa2 Categories A and B \n\xe2\x80\xa2 1 point per tour of dutya \n \n\xe2\x80\xa2 Category C \n\xe2\x80\xa2 3 points per tour of duty \n \n\xe2\x80\xa2 Category D \n\xe2\x80\xa2 5 points per tour of duty \n \n\xe2\x80\xa2 Category E \n\xe2\x80\xa2 7 points per tour of duty \n3. Service of at least one year (continuous) in a \nnon-family duty station \n2 points per tour of duty \n4. Geographic mobility for at least one year \n(continuous) \n3 points per tour of duty \n5. Functional mobility for at least one year \n(continuous) \n2 points per tour of duty \n6. Proficiency in one official language of the \nUnited Nations other than one\xe2\x80\x99s mother tongue \n2 points \n7. Each additional year of service beyond five \nyears \n1 point for each year \n \n \na \xe2\x80\x9cTour of duty\xe2\x80\x9d is defined as an assignment. For the purposes of the scheme, \xe2\x80\x9cAssignment\xe2\x80\x9d is defined as the \ninitial appointment to a duty station or the reassignment to a new duty station of one year or more, where the \nstaff member\xe2\x80\x99s official travel to the duty station has been paid and assignment grant paid. \n \n \n \n"
human resources,"ST/AI/2013/1 \n \n \n13-30419 \n6 \n \n \n \nExtension of probationary period on fixed-term appointment for staff recruited upon \nsuccessful completion of a competitive examination pursuant to staff rule 4.16 \n \n4.13 A staff member recruited upon successful completion of a competitive \nexamination pursuant to staff rule 4.16 shall be granted a continuing appointment \nafter two years on a fixed-term appointment, subject to satisfactory service. Where \nservice has not been satisfactory during the two-year probationary period, the \nfixed-term appointment may exceptionally be extended under the same terms and \nconditions for a further period of up to one year. If the staff member does not have \ntwo years of satisfactory service, he or she will be separated from service upon \nexpiry of appointment or terminated for unsatisfactory performance in accordance \nwith staff regulation 9.3 (a) (ii) and staff rule 9.6 (c) (ii). \n \n \n \nSection 5  \n \n \nFitness for duty  \n \n \nIn order to determine a candidate\xe2\x80\x99s fitness to assume the assigned functions, he \nor she shall be subject to medical clearance prior to the issuance of the letter of \nappointment or renewal of appointment, as provided in the administrative \ninstruction on medical clearances (ST/AI/2011/3). \n \n \n \nSection 6  \n \n \nMobility  \n \n \nIn accordance with staff regulation 1.2 (c), staff members are subject to the \nauthority of the Secretary-General and to assignment by him or her to any of the \nactivities or offices of the United Nations. In this context, all staff members are \nrequired to move periodically to new positions, organizational units, duty stations or \noccupational groups in accordance with established rules and procedures. \n \n \n \nSection 7  \n \n \nExpiration of appointment and termination  \n \n7.1 A fixed-term appointment expires on the expiration date specified in the letter \nof appointment or letter of renewal of appointment.  \n7.2 The Secretary-General may terminate the appointment of a staff member who \nholds a fixed-term appointment in accordance with the terms of his or her \nappointment or for any of the reasons listed in staff regulation 9.3.  \n \n \n \nSection 8  \n \n \nFinal provisions  \n \n \nThe present administrative instruction shall enter into force on its date of \nissuance. \n \n \n(Signed) Yukio Takasu \nUnder-Secretary-General for Management \n \n"
human resources," \nUnited Nations \n \nST/AI/2013/1/Corr.1\n \n \n \nSecretariat \n \n \n13 June 2013 \n \n \n \n13-36237 (E)    180613     \n*1336237* \n \n \n \n Administrative instruction  \n \n \n \n Administration of fixed-term appointments  \n \n \n \n \nCorrigendum \n \n \n \n1. \nSection 4  \n \n \n \nRenewal and extension of fixed-term appointments \n \n \n \nParagraph 4.1 \n \nFor the existing text substitute \n4.1 Subject to the needs of the Organization, a fixed-term appointment may be \nrenewed for any period up to five years under the conditions described in \nparagraphs 4.2 and 4.3 below.  \n \n \n \nParagraph 4.4 \n \nFor the existing text substitute \n4.4 A proposed renewal of appointment shall not create any obligations on behalf \nof the Organization if it is not accepted by the staff member on a timely basis. The \nOrganization initiates a renewal of appointment by issuing a letter of appointment \nindicating the new expiration date and change of department, office or duty station, \nif any. The staff member shall be requested to sign the letter of appointment \naccepting the new expiration date and conditions of appointment. Failure to sign and \nreturn the letter of appointment within 14 calendar days of receipt shall nullify any \nproposed renewal of appointment, and the staff member\xe2\x80\x99s fixed-term appointment \nshall expire on the expiration date specified in the currently valid letter of \nappointment. \n \n \n \n2. \nSection 7 \n \n \n \nExpiration of appointment and termination \n \n \n \nParagraph 7.1 \n \nFor the existing text substitute \n7.1 A fixed-term appointment expires on the expiration date specified in the letter \nof appointment. \n \n"
human resources,
human resources,"ST/AI/2013/4 \n \n \n13-62762 \n28/28 \n \nAnnex VI \n \nU N I T E D  N A T I O N S  \n \nN A T I O N S  U N I E S  \n \nPERFORMANCE EVALUATION for CONSULTANTS and INDIVIDUAL CONTRACTORS \n \n \nINTERIM EVALUATION   (Mandatory after 6 MONTHS of SERVICE) \n \n \nFINAL EVALUATION       (Mandatory upon COMPLETION of ASSIGNMENT regardless of duration) \n \nName of Consultant/Contractor:       \nIndex No:        \nDepartment:       \nContract No:       \n \nASSESSMENT OF QUALITY OF WORK \nAll goals outlined in the Terms of Reference have been met. (See Section 1 of Forms P.104 and P.104/A) \nIf NO, please explain:       \nYES \nNO \nPARTLY \n    \nIf partly, please specify:       \nAll deadlines established in the Terms of Reference have been met. (See Section 1 of Forms P.104 and P.104/A) \nIf NO, please explain:       \nYES \nNO \nPARTLY \nIf partly, please specify:       \nPlease provide a detailed assessment of the following: \n \n \nQUALITY OF WORK:       \n \n \nRESULTS ACHIEVED:       \n \n \nSKILLS (STRENGTHS, WEAKNESSES as related to accomplishment of goals):       \n \n \nOVERALL PERFORMANCE RATING \n Excellent \n Good \n Satisfactory \n Unsatisfactory \n Payment Withheld \n \n(No further contracts to be \ngranted) \n \n \nWould you consider reengaging the consultant/contractor \n(a) In the same field? \n Yes \n No \n(b) In another field? \n Yes \n No \n \n     If YES, what field? \n      \n \n(c) Include him/her in a roster? \n Yes \n No \n already rostered \n \nF I N A L  R E M A R K S  \n      \nName/Title/Signature of Head of Department:        \nDate:       \nName/Title/Signature of Official in Charge of Project: \n \nDate:       \n \n \nPLEASE FORWARD COPY TO EXECUTIVE OFFICER and OHRM \n \n"
human resources,"ST/AI/2013/5 \n \n \n14-28855 \n4/4 \n \n \n \nSettlement of disputes \n2.10 In the event of any dispute arising out of or in connection with the contract, \nattempts should be made to settle the dispute by negotiation. Where the parties wish \nto seek such an amicable settlement through conciliation, the conciliation shall take \nplace in accordance with the Conciliation Rules then obtaining of the United \nNations Commission on International Trade Law (UNCITRAL), or according to \nsuch other procedure as may be agreed between the parties in writing.  \n2.11 If a settlement cannot be achieved as provided above, the matter shall be \nreferred by either of the parties to arbitration in accordance with the UNCITRAL \nArbitration Rules then obtaining. The decisions of the arbitral tribunal shall be \nbased on general principles of international commercial law. For all evidentiary \nquestions, the arbitral tribunal shall be guided by the Supplementary Rules \nGoverning the Presentation and Reception of Evidence in International Commercial \nArbitration of the International Bar Association, 28 May 1983 edition. The arbitral \ntribunal shall have no authority to award punitive damages. In addition, the arbitral \ntribunal shall have no authority to award interest in excess of the London Inter-Bank \nOffered Rate then prevailing, and any such interest shall be simple interest only. The \nparties shall be bound by any arbitration award rendered as a result of such \narbitration as the final adjudication of any such dispute, controversy or claim. \n \n \n \nSection 3 \nFinal provisions \n \n3.1 The present administrative instruction shall enter into force on the date of its \nissuance. \n3.2 Administrative instruction ST/AI/296 is hereby abolished. \n \n \n(Signed) Yukio Takasu \nUnder-Secretary-General for Management \n \n"
human resources,"ST/AI/2014/3 \n \n \n14-56796 \n6/6 \n \n \n \nSection 7 \n \n \nBudget \n \n \nThe budget for the Staff-Management Committee will be prepared by the \nPresident and presented to the Committee together with the draft yearly programme \nof work as part of the supporting documentation for the annual session. Resources \nrequired for the functioning of the Committee will be included in the proposed \nbudget of the Organization, which will be submitted to the General Assembly. \n \n \n \nSection 8 \n \n \nTraining \n \n \nThe members of the Staff-Management Committee will participate in a \ntraining/team-building event on collaborative negotiations or other suitable subject \nmatter on the day preceding the annual session, every three years, starting in 2014. \n \n \n \nSection 9 \n \n \nFinal provisions \n \n \nThe present instruction shall enter into force on the date of its issuance. \n \n \n(Signed) Yukio Takasu \nUnder-Secretary-General for Management \n \n"
human resources," \nST/AI/2015/3 \n \n21/21 \n15-05340 \n \nAnnex \n \n \n Duty stations at which the Medical Insurance Plan shall \nnot apply \n \n \n \nThe Medical Insurance Plan (MIP) shall not be applied at the following duty \nstations:a \n \n(a) \nBeirut: Economic and Social Commission for Western Asia \n \n(b) \nGeneva \n \n(c) \nLondon \n \n(d) \nMexico City: United Nations Information Centre and Economic \nCommission for Latin America and the Caribbean \n \n(e) \nNew York \n \n(f) \nParis \n \n(g) \nRome \n \n(h) \nSantiago: Economic Commission for Latin America and the Caribbean \n \n(i) \nThe Hague \n \n(j) \nVienna \n \n(k) \nWashington, D.C. \n \n__________________ \n \na Approval must be sought from the relevant headquarters for any future waiver in accordance \nwith paragraph 2.17 (waiver for certain duty stations). Other United Nations organizations \nmaintain their own list of excluded duty stations. \n"
human resources,"ST/AI/2015/5 \n \n \n15-22813 \n8/8 \n \nannual leave to the extent possible and any remainder converted to special \nleave without pay, with applicable recovery of overpayment of monies or \nrestitution in accordance with paragraph 6 below. \n6. \nI will make restitution for the salaries, allowances or other benefits received \nby me for the period of sabbatical leave with full pay which is converted to \nspecial leave without pay. I understand that such amounts will be deducted \nfrom my salaries, wages and other emoluments as authorized under staff  \nrule 3.18 and section 2.2 of ST/AI/2009/1 on recovery of overpayments made \nto staff members, unless alternate means of payments or deductions are \nauthorized by the Organization. In case I separate from the Organization \nbefore the full amount is returned or recovered, I will make a cash refund, \nfailing which the remaining debt will be offset against any monies owed to me \nby the Organization. \n7. \nI understand that I may be required to relinquish all rights, including title, \ncopyright and patent rights, in any work performed by me as part of my \nsabbatical leave (the \xe2\x80\x9cWork\xe2\x80\x9d) in favour of the United Nations. I warrant that: \n(a) the Work will not infringe the copyright or other proprietary right of any \nother persons or entities; (b) the Work will contain no libellous, defamatory or \nunlawful content; and (c) the Work will not invade the privacy or other \npersonal rights of anyone. In the event that I retain all rights on the Work,  \nI warrant that I will seek prior authorization for any publication of the Work, \nin accordance with ST/AI/2000/13 on outside activities. \n \n \n \n \n \n \n \n \n \n \n \n__________________________ \n \n \n \n \n \n \n \n \n \n \nName of staff member \n \n \n \n \n \n \n \n \n \n \n \n___________________________ \n \n \n \n \n \n \n \n \n \n \n  \nDate \n \n"
human resources,"ST/AI/2016/1 \n \n \n15-23034 \n44/44 \n \nLevel  \nMinimum relevant work experience \nwith advanced degree (Master\xe2\x80\x99s \ndegree or equivalent) \nMinimum relevant work experience \nwith first-level degree (Bachelor\xe2\x80\x99s \ndegree or equivalent) \n \n \n \nD-2 \nOver 15 years \nOver 17 years \nD-1 \n15 years \n17 years \nP-5 \n10 years \n12 years \nP-4 \n7 years \n9 years \nP-3 \n5 years \n7 years \nP-2a \n2 years \n4 years \nP-1b \n0 years \n2 years \n \n \na For P-1/P-2 positions, no work experience is required regardless of what post-secondary \ndegree the candidates may have if they were appointed through a competitive examination \n(for example, the national competitive recruitment examination, the competitive examination \nfor recruitment to the Professional category of staff members from other categories and the \nyoung professionals programme). \n \nb See General Assembly resolution 65/247. \n \n \n \n \nII.  Field Service category \n \n \n7.  \nThe minimum education requirement for positions in the Field Service \ncategory is a high school diploma.  \n8.  \nFor a job opening in the Field Service category, only work experience obtained \nafter meeting the minimum education requirement of the job opening shall be \nconsidered to determine eligibility.  \n9.  \nThe minimum work experience requirements for positions in the Field Service \ncategory are as follows: \n \nLevel  \nMinimum relevant work experience \nafter high school or equivalent \nMinimum relevant work experience \nwith first-level degree (Bachelor\xe2\x80\x99s \ndegree or equivalent) \n \n \n \nFS-7 \n12 years  \n7 years  \nFS-6 \n10 years  \n5 years  \nFS-5  \n8 years \nNot applicable \nFS-4 \n6 years \nNot applicable \nFS-3 \n4 years \nNot applicable \nFS-2 \n2 years \nNot applicable \nFS-1 \nNone \nNot applicable \n \n \n \n"
human resources," \nUnited Nations \n \nST/AI/2016/1/Amend.1 \n \n \nSecretariat \n \n \n13 March 2017 \n \n17-04193 (E)    170317 \n*1704193* \n \n \n \n Administrative instruction \n \n \n \n Staff selection and managed mobility system \n \n \n1. \nPursuant to section 4.2 of Secretary-General\xe2\x80\x99s bulletin ST/SGB/2009/4, and \nfor the purpose of implementing paragraph 13 of General Assembly resolution \n71/263, the Under-Secretary-General for Management amends administrative \ninstruction ST/AI/2016/1, entitled \xe2\x80\x9cStaff selection and managed mobility system\xe2\x80\x9d, \nas follows. \n2. \nSection 4.8 is replaced by the following text: \n \n4.8 Each job opening shall indicate the date of posting and specify a deadline \nby which all applications must be received. Except as provided in section 4.11 \nbelow, the deadline for applying to job openings shall normally be 45 calendar \ndays from the date of posting. However, the Office of Human Resources \nManagement, in consultation with programme managers concerned, may, \nexceptionally, approve a 30 calendar-day deadline to meet operational needs. \n3. \nThe provisions of section 4.8, as amended by the present instruction, shall be \napplicable to all job openings posted on or after 1 January 2017. \n4. \nThe present instruction shall enter into force on the date of its issuance. \n \n \n(Signed) Yukio Takasu \nUnder-Secretary-General for Management \n \n"
human resources,"ST/AI/189/Add.28\nPage 11\ntreat this [NAME OF THE WORK] on [DESCRIPTION OF ELECTRONIC MEDIUM ENCOMPASSING\nTHE WORK] like any other copyrighted materials (e.g., a book or a musical\nrecording).\nSubject to the license granted herein, all rights, title and\ninterest in the materials contained in or supplied with this [DESCRIPTION OF\nELECTRONIC MEDIUM ENCOMPASSING THE WORK], in all languages, formats and media\nthroughout the world, including any and all copyrights therein, are and shall\ncontinue to be the exclusive property of the Licensor.\n3.\nLIMITATION OF THE LICENSE.\nNeither the information contained in the\n[NAME OF THE WORK] on [DESCRIPTION OF ELECTRONIC MEDIUM ENCOMPASSING THE WORK]\nnor any materials supplied therewith may be copied, downloaded, stored,\npublished, transmitted, transferred, sold, rented or otherwise used, in any form\nor by any means, except as expressly permitted herein, or with the prior written\npermission of the Licensor.\nYou may not sell, license or sub-license such\ninformation or material (including printouts) to third parties or use such\nmaterial or information as a component of or as a basis for any material offered\nfor sale, license or sub-license.\n4.\nDISCLAIMER OF WARRANTIES.\nThe [NAME OF THE WORK] on [DESCRIPTION OF\nELECTRONIC MEDIUM ENCOMPASSING THE WORK] and all accompanying materials are\nprovided ""as is"" without warranty of any kind, expressed or implied, and you\nhereby acknowledge that the Licensor is not responsible for inaccuracies, errors\nor omissions contained in the [DESCRIPTION OF ELECTRONIC MEDIUM ENCOMPASSING THE\nWORK] or any accompanying materials or information provided to you.\nIn\nparticular, the Licensor shall bear no responsibility or liability of any kind\nwhatsoever for any claim by you relating in any way to the use of the [NAME OF\nTHE WORK] on [DESCRIPTION OF ELECTRONIC MEDIUM ENCOMPASSING THE WORK],\nincluding, but not limited to, any inability or failure to perform research or\nother activities properly or completely, even if assisted by the Licensor.\n5.\nACKNOWLEDGEMENT OF THE SOURCE OF INFORMATION.\nIn any public document,\nreport or other written work or in any published materials, studies or\nstatistical abstracts in which information contained in the [NAME OF THE WORK]\non [DESCRIPTION OF ELECTRONIC MEDIUM ENCOMPASSING THE WORK] is utilized or\nquoted in the preparation thereof, you agree to acknowledge the source thereof\nas follows:\n""SOURCE:\nUnited Nations [AUTHOR DEPARTMENT/CONFERENCE/OTHER\nSOURCE]"", followed by a description of the original document found on the [NAME\nOF THE WORK] on [DESCRIPTION OF ELECTRONIC MEDIUM ENCOMPASSING THE WORK] and the\nyear of original publication, if specified or known.\n-----\n"
human resources,ST/AI/2016/6 \n \n \n16-11300 \n8/8 \n \nAnnex  \n \n \n Amounts payable under the mobility and hardship scheme  \n \n \n \n \n(Effective 1 July 2016)  \n \n \n \nTable 1 \nMobility incentive \n(Annual amounts in United States dollars) \n \n \n \nGroup 1 (P-1 to P-3)  \n \nDuty station category \nNumber of assignments \n1 \n 2-3 \n4-6  \n 7+  \n \n \n \n \n \nA to E \n\xe2\x80\x93  \n6 500  \n8 125 \n9 750 \n \n \n \n \nGroup 2 (P-4 and P-5) \n \nDuty station category \nNumber of assignments \n1 \n 2-3  \n4-6  \n 7+  \n \n \n \n \n \nA to E \n \xe2\x80\x93  \n8 125 \n10 156 \n12 188 \n \n \n \n \nGroup 3 (D-1 and above) \n \nDuty station category \nNumber of assignments \n 1  \n 2-3  \n4-6  \n 7+  \n \n \n \n \n \nA to E \n \xe2\x80\x93  \n 9 750  \n12 188 \n14 625 \n \n \n \n \nTable 2 \nHardship allowance \n(Annual amounts in United States dollars) \nDuty station category  \nGroup 1 (P-1 to P-3) \nGroup 2 (P-4 and P-5) \nGroup 3 (D-1 and above) \n \n \n \n \nH \n\xe2\x80\x93 \n\xe2\x80\x93 \n\xe2\x80\x93 \nA \n\xe2\x80\x93 \n\xe2\x80\x93 \n\xe2\x80\x93 \nB \n5 810 \n6 970 \n8 140 \nC \n10 470 \n12 780 \n15 110 \nD  \n13 950 \n16 280 \n18 590 \nE \n17 440 \n20 920 \n23 250 \n \n \n \n \nTable 3 \nNon-family service allowance \n(Monthly amounts in United States dollars) \n \n \nStaff member with a dependant \n1 650 \nStaff member without a dependant \n625 \n \n
human resources," \nST/AI/2016/9 \n \n3/3 \n16-22926 \n \n3.8 Candidates who receive 80 per cent or more on the oral part but fail the \nwritten part and candidates who have taken only one part of the examination at one \nsession shall retake both the written and oral parts at a subsequent session. \n \n \n \nSection 4 \n \n \nLanguage allowance  \n \n4.1 Staff members appointed to posts in the General Service, Security Service or \nTrades and Crafts category, or in the Field Service category up to and including \nlevel FS-5, holding a fixed-term or a continuing appointment shall be paid a \nlanguage allowance in accordance with staff rule 3.8 after they have established \nproficiency in at least two official United Nations languages in accordance with \nsection 2 of the present instruction, unless the entitlement is specifically excluded \nfrom the salary scale for locally recruited categories of staff applicable to the duty \nstation.  \n4.2 The language allowance shall be paid to a staff member who has met the \nconditions of section 4.1 of the present instruction as of the first of the month \nfollowing the month in which the staff member successfully passed the language \nproficiency examination. \n \n \n \nSection 5 \n \n \nFinal provisions  \n \n5.1 The present administrative instruction shall enter into force on 1 January 2017. \n5.2 Administrative instruction ST/AI/1999/2 of 13 May 1999 is hereby abolished. \n \n \n(Signed) Yukio Takasu \nUnder-Secretary-General for Management \n \n"
